"resource_id"	"resource_name"	"url"	"resource_type"	"description"	"project_id"	"test"
733	"Gene set analysis"	"http://ekhidna.biocenter.helsinki.fi/downloads/pashupati/mGSZ.html"	"Tool"	"Limitations in popular existing methods and proposed improvements"	1	"test"
734	"GIME"	"http://opencobra.sourceforge.net/"	"Tool"	"Condition-specific models of cellular metabolism developed from metabolomics and expression data"	1	"test"
735	"SPARSE"	"http://www.bioinf.uni-freiburg.de/Software/SPARSE"	"Tool"	"Quadratic time simultaneous alignment and folding of RNAs without sequence-based heuristics"	1	"test"
736	"do_x3dna"	"http://rjdkmr.github.io/do_x3dna/"	"Tool"	"A tool to analyze structural fluctuations of dsDNA or dsRNA from molecular dynamics simulations"	1	"test"
737	"SpliceSeq"	"http://bioinformatics.mdanderson.org/main/SpliceSeq:Overview"	"Tool"	"A resource for analysis and visualization of RNA-Seq data on alternative splicing and its functional impacts"	1	"test"
738	"Network portal"	"http://networks.systemsbiology.net"	"Tool"	"A database for storage, analysis and visualization of biological networks"	1	"test"
739	"ParTIES"	"https://github.com/oarnaiz/ParTIES"	"Tool"	"A toolbox for Paramecium interspersed DNA elimination studies"	1	"test"
740	"Pycellerator"	"https://github.com/biomathman/pycellerator/releases"	"Tool"	"An arrow-based reaction-like modelling language for biological simulations"	1	"test"
741	"LightAssembler"	"https://github.com/SaraEl-Metwally/LightAssembler"	"Tool"	"Fast and memory-efficient assembly algorithm for high-throughput sequencing reads"	1	"test"
742	"A-DaGO-Fun"	"http://web.cbio.uct.ac.za/ITGOM/adagofun"	"Tool"	"An adaptable Gene Ontology semantic similarity-based functional analysis tool"	1	"test"
743	"Memdock"	"http://bioinfo3d.cs.tau.ac.il/Memdock/"	"Tool"	"An alpha-helical membrane protein docking algorithm"	1	"test"
744	"DBSI server"	"http://dbsi.mitchell-lab.org"	"Tool"	"DNA binding site identifier"	1	"test"
745	"Deep models for brain EM image segmentation"	"https://github.com/ahmed-fakhry/dive"	"Tool"	"Novel insights and improved performance"	1	"test"
746	"Further Steps in TANGO"	"http://sourceforge.net/projects/taxoassignment/"	"Tool"	"Improved taxonomic assignment in metagenomics"	1	"test"
747	"FluxModeCalculator"	"http://www.lumc.nl/jan-bert-van-klinken"	"Tool"	"An efficient tool for large-scale flux mode computation"	1	"test"
748	"FILTUS"	"http://folk.uio.no/magnusv/filtus.html"	"Tool"	"A desktop GUI for fast and efficient detection of disease-causing variants, including a novel autozygosity detector"	1	"test"
749	"SNPGenie"	"https://github.com/hugheslab/snpgenie"	"Tool"	"Estimating evolutionary parameters to detect natural selection using pooled next-generation sequencing data"	1	"test"
750	"MICC"	"http://bioinfo.au.tsinghua.edu.cn/member/xwwang/MICCusage"	"Tool"	"An R package for identifying chromatin interactions from ChIA-PET data"	1	"test"
751	"HiXCorr"	"http://isa.hanyang.ac.kr/HiXCorr/HiXCorr.html"	"Tool"	"A portable high-speed X engine for high-resolution tandem mass spectrometry"	1	"test"
752	"ancGWAS"	"http://www.cbio.uct.ac.za/~emile/software.html"	"Tool"	"A post genome-wide association study method for interaction, pathway and ancestry analysis in homogeneous and admixed populations"	1	"test"
753	"CEMAsuite"	"https://sourceforge.net/projects/cemasuite/"	"Tool"	"Open source degenerate PCR primer design"	1	"test"
754	"TreeQTL"	"http://bioinformatics.org/treeqtl"	"Tool"	"Hierarchical error control for eQTL findings"	1	"test"
755	"Combenefit"	"http://sourceforge.net/projects/combenefit/"	"Tool"	"An interactive platform for the analysis and visualization of drug combinations"	1	"test"
756	"CCLasso"	"https://github.com/huayingfang/CCLasso"	"Tool"	"Correlation inference for compositional data through Lasso"	1	"test"
757	"DvD"	"http://www.ebi.ac.uk/saezrodriguez/DVD/"	"Tool"	"An R/Cytoscape pipeline for drug repurposing using public repositories of gene expression data"	1	"test"
758	"SRinversion"	"http://paed.hku.hk/genome/software/SRinversion/index.html"	"Tool"	"A tool for detecting short inversions by splitting and re-aligning poorly mapped and unmapped sequencing reads"	1	"test"
759	"GWASdb v2"	"http://jjwanglab.org/gwasdb"	"Tool"	"An update database for human genetic variants identified by genome-wide association studies"	1	"test"
760	"TopiaryExplorer"	"http://topiaryexplorer.sourceforge.net"	"Tool"	"Visualizing large phylogenetic trees with environmental metadata"	1	"test"
761	"DARA"	"http://dara.embl-hamburg.de/"	"Tool"	"A web server for rapid search of structural neighbours using solution small angle X-ray scattering data"	1	"test"
762	"DIANA-mirExTra v2.0"	"http://www.microrna.gr/mirextrav2"	"Tool"	"Uncovering microRNAs and transcription factors with crucial roles in NGS expression data"	1	"test"
763	"dbMAE"	"https://mae.hms.harvard.edu"	"Tool"	"The database of autosomal monoallelic expression"	1	"test"
764	"Halvade"	"http://bioinformatics.intec.ugent.be/halvade"	"Tool"	"Scalable sequence analysis with MapReduce"	1	"test"
765	"HAL"	"http://github.com/glennhickey/hal"	"Tool"	"A hierarchical format for storing and analyzing multiple genome alignments"	1	"test"
766	"RNA2DNAlign"	"http://github.com/HorvathLab/NGS"	"Tool"	"Nucleotide resolution allele asymmetries through quantitative assessment of RNA and DNA paired sequencing data"	1	"test"
767	"KODAMA"	"http://cran.r-project.org"	"Tool"	"An R package for knowledge discovery and data mining"	1	"test"
768	"simDEF"	"http://kiwi.cs.dal.ca/Software/simDEF"	"Tool"	"Definition-based semantic similarity measure of gene ontology terms for functional similarity analysis of genes"	1	"test"
769	"WormBase 2014"	"http://www.wormbase.org/"	"Tool"	"New views of curated biology"	1	"test"
770	"DSviaDRM"	"http://cran.r-project.org/web/packages/DSviaDRM/index.html"	"Tool"	"An R package for estimating disease similarity via dysfunctional regulation mechanism"	1	"test"
771	"SERAPHIM"	"http://evolve.zoo.ox.ac.uk/"	"Tool"	"Studying environmental rasters and phylogenetically informed movements"	1	"test"
772	"mDCC_tools"	"http://www.protein.osaka-u.ac.jp/rcsfp/pi/mdcctools/"	"Tool"	"Characterizing multi-modal atomic motions in molecular dynamics trajectories"	1	"test"
773	"The OGCleaner"	"https://github.com/byucsl/ogcleaner"	"Tool"	"Filtering false-positive homology clusters"	1	"test"
774	"SCRIPDB"	"http://dcv.uhnres.utoronto.ca/SCRIPDB/"	"Tool"	"A portal for easy access to syntheses, chemicals and reactions in patents"	1	"test"
775	"X"	"http://bioinformatics.cs.vt.edu/~murali/software"	"Tool"	"A path-based approach for identifying crosstalk between signaling pathways"	1	"test"
776	"InteractiveROSETTA"	"https://github.com/schenc3/InteractiveROSETTA/releases"	"Tool"	"A graphical user interface for the PyRosetta protein modeling suite"	1	"test"
777	"MEMO"	"https://github.com/MEMO-toolbox/MEMO"	"Tool"	"Multi-experiment mixture model analysis of censored data"	1	"test"
778	"FRODOCK 2.0"	"http://frodock.chaconlab.org"	"Tool"	"Fast protein–protein docking server"	1	"test"
779	"ROAST"	"http://www.bioconductor.org"	"Tool"	"Rotation gene set tests for complex microarray experiments"	1	"test"
780	"tRF2Cancer"	"http://rna.sysu.edu.cn/tRFfinder/"	"Tool"	"A web server to detect tRNA-derived small RNA fragments (tRFs) and their expression in multiple cancers"	1	"test"
781	"SMART 7"	"http://smart.embl.de/"	"Tool"	"Recent updates to the protein domain annotation resource"	1	"test"
782	"ENCODE Data in the UCSC Genome Browser"	"http://encodeproject.org"	"Tool"	"Year 5 update"	1	"test"
783	"GREVE"	"http://www.well.ox.ac.uk/GREVE"	"Tool"	"Genomic Recurrent Event ViEwer to assist the identification of patterns across individual cancer samples"	1	"test"
784	"plasmidSPAdes"	"http://spades.bioinf.spbau.ru/plasmidSPAdes/"	"Tool"	"Assembling plasmids from whole genome sequencing data"	1	"test"
785	"JEnsembl"	"http://jensembl.sourceforge.net"	"Tool"	"A version-aware Java API to Ensembl data systems"	1	"test"
786	"AcCNET (cessory Genome onstellation work)"	"http://sourceforge.net/projects/accnet"	"Tool"	"Comparative genomics software for accessory genome analysis using bipartite networks"	1	"test"
787	"MolBioLib"	"http://sourceforge.net/projects/molbiolib"	"Tool"	"A C++11 framework for rapid development and deployment of bioinformatics tasks"	1	"test"
788	"STRING v10"	"http://string-db.org"	"Tool"	"Protein–protein interaction networks, integrated over the tree of life"	1	"test"
789	"OncodriveCLUST"	"http://bg.upf.edu/oncodriveclust"	"Tool"	"Exploiting the positional clustering of somatic mutations to identify cancer genes"	1	"test"
790	"MetaProb"	"https://bitbucket.org/samu661/metaprob"	"Tool"	"Accurate metagenomic reads binning based on probabilistic sequence signatures"	1	"test"
791	"Dalliance"	"http://www.biodalliance.org/"	"Tool"	"Interactive genome viewing on the web"	1	"test"
792	"MPRAnator"	"http://www.github.com/hemberg-lab/MPRAnator/"	"Tool"	"A web-based tool for the design of massively parallel reporter assay experiments"	1	"test"
793	"Alloscore"	"http://mdl.shsmu.edu.cn/alloscore"	"Tool"	"A method for predicting allosteric ligand–protein interactions"	1	"test"
794	"iPTM-mLys"	"http://www.jci-bioinfo.cn/iPTM-mLys"	"Tool"	"Identifying multiple lysine PTM sites and their different types"	1	"test"
795	"SeqSIMLA2_exact"	"http://seqsimla.sourceforge.net"	"Tool"	"Simulate multiple disease sites in large pedigrees with given disease status for diseases with low prevalence"	1	"test"
796	"aRrayLasso"	"https://github.com/adam-sam-brown/aRrayLasso"	"Tool"	"A network-based approach to microarray interconversion"	1	"test"
797	"ProQ2"	"https://github.com/bjornwallner/ProQ_scripts"	"Tool"	"Estimation of model accuracy implemented in Rosetta"	1	"test"
798	"ELASPIC web-server"	"http://elaspic.kimlab.org"	"Tool"	"Proteome-wide structure-based prediction of mutation effects on protein stability and binding affinity"	1	"test"
799	"PAA"	"http://www.bioconductor.org/packages/PAA/"	"Tool"	"An R/bioconductor package for biomarker discovery with protein microarrays"	1	"test"
800	"The SEQanswers wiki"	"http://SEQanswers.com/"	"Tool"	"A wiki database of tools for high-throughput sequencing analysis"	1	"test"
801	"HitWalker2"	"https://github.com/biodev/HitWalker2"	"Tool"	"Visual analytics for precision medicine and beyond"	1	"test"
802	"MAESTROweb"	"https://biwww.che.sbg.ac.at/maestro/web"	"Tool"	"A web server for structure-based protein stability prediction"	1	"test"
803	"VIRALpro"	"http://scratch.proteomics.ics.uci.edu"	"Tool"	"A tool to identify viral capsid and tail sequences"	1	"test"
804	"WATCLUST"	"http://sbg.qb.fcen.uba.ar/watclust/"	"Tool"	"A tool for improving the design of drugs based on protein-water interactions"	1	"test"
805	"SCARPA"	"http://compbio.cs.toronto.edu/scarpa"	"Tool"	"Scaffolding reads with practical algorithms"	1	"test"
806	"NGS++"	"https://github.com/NGS-lib/NGSplusplus"	"Tool"	"A library for rapid prototyping of epigenomics software tools"	1	"test"
807	"TSSPlant"	"http://www.cbrc.kaust.edu.sa/download/"	"Tool"	"A new tool for prediction of plant Pol II promoters"	1	"test"
808	"MISTIC"	"http://mistic.leloir.org.ar"	"Tool"	"Mutual information server to infer coevolution"	1	"test"
809	"miRCat2"	"http://srna-workbench.cmp.uea.ac.uk/"	"Tool"	"Accurate prediction of plant and animal microRNAs from next-generation sequencing datasets"	1	"test"
810	"LD Hub"	"http://ldsc.broadinstitute.org/"	"Tool"	"A centralized database and web interface to perform LD score regression that maximizes the potential of summary level GWAS data for SNP heritability and genetic correlation analysis"	1	"test"
811	"Oasis"	"http://oasis.dzne.de"	"Tool"	"Online analysis of small RNA deep sequencing data"	1	"test"
812	"scphaser"	"https://github.com/edsgard/scphaser"	"Tool"	"Haplotype inference using single-cell RNA-seq data"	1	"test"
813	"miRBase"	"http://www.mirbase.org/"	"Tool"	"Integrating microRNA annotation and deep-sequencing data"	1	"test"
814	"SEAL"	"http://biodoop-seal.sourceforge.net/"	"Tool"	"A distributed short read mapping and duplicate removal tool"	1	"test"
815	"ProtVista"	"http://ebi-uniprot.github.io/ProtVista/"	"Tool"	"Visualization of protein sequence annotations"	1	"test"
816	"DrugCentral"	"http://drugcentral.org"	"Tool"	"Online drug compendium"	1	"test"
817	"ScalaBLAST 2.0"	"http://omics.pnl.gov/software/ScalaBLAST.php"	"Tool"	"Rapid and robust BLAST calculations on multiprocessor systems"	1	"test"
818	"RxnSim"	"http://cran.r-project.org/web/packages/RxnSim/"	"Tool"	"A tool to compare biochemical reactions"	1	"test"
819	"DNAproDB"	"http://dnaprodb.usc.edu"	"Tool"	"An interactive tool for structural analysis of DNA–protein complexes"	1	"test"
820	"deepTools"	"http://deeptools.ie-freiburg.mpg.de"	"Tool"	"A flexible platform for exploring deep-sequencing data"	1	"test"
821	"The discordant method"	"https://github.com/siskac/discordant"	"Tool"	"A novel approach for differential correlation"	1	"test"
822	"SBtab"	"http://www.sbtab.net"	"Tool"	"A flexible table format for data exchange in systems biology"	1	"test"
823	"Insyght"	"http://genome.jouy.inra.fr/Insyght"	"Tool"	"Navigating amongst abundant homologues, syntenies and gene functional annotations in bacteria, it's that symbol!"	1	"test"
824	"stringgaussnet"	"http://cran.r-project.org/web/packages/stringgaussnet"	"Tool"	"From differentially expressed genes to semantic and Gaussian networks generation"	1	"test"
825	"MultiGeMS"	"https://github.com/cui-lab/multigems"	"Tool"	"Detection of SNVs from multiple samples using model selection on high-throughput sequencing data"	1	"test"
826	"MEPSA"	"http://bioweb.cbm.uam.es/software/MEPSA/"	"Tool"	"Minimum energy pathway analysis for energy landscapes"	1	"test"
827	"JEPEGMIX"	"http://dleelab.github.io/jepegmix/"	"Tool"	"Gene-level joint analysis of functional SNPs in cosmopolitan cohorts"	1	"test"
828	"stringMLST"	"http://jordan.biology.gatech.edu/page/software/stringMLST"	"Tool"	"A fast k-mer based tool for multilocus sequence typing"	1	"test"
829	"lodGWAS"	"http://cran.r-project.org/web/packages/lodGWAS"	"Tool"	"A software package for genome-wide association analysis of biomarkers with a limit of detection"	1	"test"
830	"Genome puzzle master (GPM)"	"https://github.com/Jianwei-Zhang/LIMS"	"Tool"	"An integrated pipeline for building and editing pseudomolecules from fragmented sequences"	1	"test"
831	"OREMPRO web server"	"http://www.dsimb.inserm.fr/OREMPRO/"	"Tool"	"Orientation and assessment of atomistic and coarse-grained structures of membrane proteins"	1	"test"
832	"Spliceosome Database"	"http://spliceosomedb.ucsc.edu"	"Tool"	"A tool for tracking components of the spliceosome"	1	"test"
833	"IslandViewer 3"	"http://pathogenomics.sfu.ca/islandviewer"	"Tool"	"More flexible, interactive genomic island discovery, visualization and analysis"	1	"test"
834	"GRASS"	"http://code.google.com/p/tud-scaffolding/"	"Tool"	"A generic algorithm for scaffolding next-generation sequencing assemblies"	1	"test"
835	"DASHR"	"http://lisanwanglab.org/DASHR"	"Tool"	"Database of small human noncoding RNAs"	1	"test"
836	"EzMap"	"https://github.com/dekoning-lab/ezmap"	"Tool"	"A simple pipeline for reproducible analysis of the human virome"	1	"test"
837	"ZFIN, the Zebrafish Model Organism Database"	"http://zfin.org"	"Tool"	"Increased support for mutants and transgenics"	1	"test"
838	"ppdb"	"http://ppdb.agr.gifu-u.ac.jp"	"Tool"	"Plant promoter database version 3.0"	1	"test"
839	"OGEE"	"http://ogeedb.embl.de"	"Tool"	"An online gene essentiality database"	1	"test"
840	"InCroMAP"	"http://www.cogsys.cs.uni-tuebingen.de/software/InCroMAP"	"Tool"	"Integrated analysis of cross-platform microarray and pathway data"	1	"test"
841	"CHROMATRA"	"https://github.com/cmmt/chromatra"	"Tool"	"A Galaxy tool for visualizing genome-wide chromatin signatures"	1	"test"
842	"BlindCall"	"http://www.cbcb.umd.edu/~hcorrada/secgen"	"Tool"	"Ultra-fast base-calling of high-throughput sequencing data by blind deconvolution"	1	"test"
843	"Mango"	"https://github.com/dphansti/mango"	"Tool"	"A bias-correcting ChIA-PET analysis pipeline"	1	"test"
844	"miRTarBase 2016"	"http://miRTarBase.mbc.nctu.edu.tw/"	"Tool"	"Updates to the experimentally validated miRNA-target interactions database"	1	"test"
845	"MetaShot"	"https://github.com/bfosso/MetaShot"	"Tool"	"An accurate workflow for taxon classification of host-associated microbiome from shotgun metagenomic data"	1	"test"
846	"SVGMap"	"http://bg.upf.edu/svgmap"	"Tool"	"Configurable image browser for experimental data"	1	"test"
847	"Shape component analysis"	"https://github.com/ccdlcmu/shape_component_analysis_Matlab"	"Tool"	"Structure-preserving dimension reduction on biological shape spaces"	1	"test"
848	"TOPDOM"	"http://topdom.enzim.hu"	"Tool"	"Database of conservatively located domains and motifs in proteins"	1	"test"
849	"Fitchi"	"http://www.evoinformatics.eu/fitchi.htm"	"Tool"	"Haplotype genealogy graphs based on the Fitch algorithm"	1	"test"
850	"LncDisease"	"http://www.cuilab.cn/"	"Tool"	"A sequence based bioinformatics tool for predicting lncRNA-disease associations"	1	"test"
851	"CopyNumber450kCancer"	"http://cran.r-project.org"	"Tool"	"Baseline correction for accurate copy number calling from the 450k methylation array"	1	"test"
852	"pong"	"https://github.com/abehr/pong"	"Tool"	"Fast analysis and visualization of latent clusters in population genetic data"	1	"test"
853	"dbSUPER"	"http://bioinfo.au.tsinghua.edu.cn/dbsuper/"	"Tool"	"A database of super-enhancers in mouse and human genome"	1	"test"
854	"MuCor"	"https://hub.docker.com/r/blachlylab/mucor/"	"Tool"	"Mutation aggregation and correlation"	1	"test"
855	"OMPPM"	"http://toc.yonsei.ac.kr/OMPPM"	"Tool"	"Online multiple palindrome pattern matching"	1	"test"
856	"hotspot"	"http://github.com/evolbioinf/hotspot/"	"Tool"	"Software to support sperm-typing for investigating recombination hotspots"	1	"test"
857	"SIMToolbox"	"http://mmtg.fel.cvut.cz/SIMToolbox"	"Tool"	"A MATLAB toolbox for structured illumination fluorescence microscopy"	1	"test"
858	"markophylo"	"https://cran.r-project.org/web/packages/markophylo/"	"Tool"	"Markov chain analysis on phylogenetic trees"	1	"test"
859	"repgenHMM"	"https://bitbucket.org/yuvalel/repgenhmm/downloads"	"Tool"	"A dynamic programming tool to infer the rules of immune receptor generation from sequence data"	1	"test"
860	"ChemProt-2.0"	"http://www.cbs.dtu.dk/services/ChemProt-2.0"	"Tool"	"Visual navigation in a disease chemical biology database"	1	"test"
861	"Babelomics 5.0"	"http://www.babelomics.org"	"Tool"	"Functional interpretation for new generations of genomic data"	1	"test"
862	"PmiRExAt"	"http://pmirexat.nabi.res.in"	"Tool"	"Plant miRNA expression atlas database and web applications"	1	"test"
863	"Cytoscape 2.8"	"http://cytoscape.org"	"Tool"	"New features for data integration and network visualization"	1	"test"
864	"Gramene 2016"	"http://plantreactome.gramene.org"	"Tool"	"Comparative plant genomics and pathway resources"	1	"test"
865	"CodonLogo"	"http://toolshed.g2.bx.psu.edu/"	"Tool"	"A sequence logo-based viewer for codon patterns"	1	"test"
866	"PARTIE"	"https://github.com/linsalrob/partie"	"Tool"	"A partition engine to separate metagenomic and amplicon projects in the Sequence Read Archive"	1	"test"
867	"3CDB"	"http://3cdb.big.ac.cn"	"Tool"	"A manually curated database of chromosome conformation capture data"	1	"test"
868	"Binary Interval Search"	"https://github.com/arq5x/bits"	"Tool"	"A scalable algorithm for counting interval intersections"	1	"test"
869	"RAPSearch2"	"http://omics.informatics.indiana.edu/mg/RAPSearch2/"	"Tool"	"A fast and memory-efficient protein similarity search tool for next-generation sequencing data"	1	"test"
870	"OrthoDB v9.1"	"http://orthodb.org"	"Tool"	"Cataloging evolutionary and functional annotations for animal, fungal, plant, archaeal, bacterial and viral orthologs"	1	"test"
871	"The neXtProt knowledgebase on human proteins"	"http://www.nextprot.org"	"Tool"	"Current status"	1	"test"
872	"RBP-Var"	"http://www.rbp-var.biols.ac.cn/"	"Tool"	"A database of functional variants involved in regulation mediated by RNA-binding proteins"	1	"test"
873	"CellFinder"	"http://www.cellfinder.org"	"Tool"	"A cell data repository"	1	"test"
874	"GeneProf data"	"http://www.geneprof.org"	"Tool"	"A resource of curated, integrated and reusable high-throughput genomics experiments"	1	"test"
875	"RC"	"http://www.csbio.sjtu.edu.cn/bioinf/R2C/"	"Tool"	"Improving ab initio residue contact map prediction using dynamic fusion strategy and Gaussian noise filter"	1	"test"
876	"ProtPOS"	"http://cbbio.cis.umac.mo/software/protpos"	"Tool"	"A python package for the prediction of protein preferred orientation on a surface"	1	"test"
877	"EPI-peptide designer"	"http://www.biocomp.icb.ufmg.br/biocomp"	"Tool"	"A tool for designing peptide ligand libraries based on epitope–paratope interactions"	1	"test"
878	"SPMM"	"http://www.hayounlee.org/web-tools.html"	"Tool"	"Estimating infection duration of multivariant HIV-1 infections"	1	"test"
879	"cgmisc"	"https://github.com/cgmisc-team/cgmisc"	"Tool"	"Enhanced genome-wide association analyses and visualization"	1	"test"
880	"ABIF Manager"	"https://sourceforge.net/projects/abifmanager/"	"Tool"	"Simple reading and editing of ABIF formatted files"	1	"test"
881	"2dSpAn"	"https://sites.google.com/site/2dspan/"	"Tool"	"Semiautomated 2-d segmentation, classification and analysis of hippocampal dendritic spine plasticity"	1	"test"
882	"Mollack"	"http://cmstultz-mollack.mit.edu"	"Tool"	"A web server for the automated creation of conformational ensembles for intrinsically disordered proteins"	1	"test"
883	"SIRAH tools"	"http://www.sirahff.com"	"Tool"	"Mapping, backmapping and visualization of coarse-grained models"	1	"test"
884	"SpotCaliper"	"http://bigwww.epfl.ch/algorithms/spotcaliper/"	"Tool"	"Fast wavelet-based spot detection with accurate size estimation"	1	"test"
885	"TREAT"	"http://ndc.mayo.edu/mayo/research/biostat/stand-alone-packages.cfm"	"Tool"	"A bioinformatics tool for variant annotations and visualizations in targeted and exome sequencing data"	1	"test"
886	"SpectralTDF"	"https://sourceforge.net/projects/spectraltdf/"	"Tool"	"Transition densities of diffusion processes with time-varying selection parameters, mutation rates and effective population sizes"	1	"test"
887	"EnrichNet"	"http://www.enrichnet.org"	"Tool"	"Network-based gene set enrichment analysis"	1	"test"
888	"The Candida Genome Database (CGD)"	"http://www.candidagenome.org/"	"Tool"	"Incorporation of Assembly 22, systematic identifiers and visualization of high throughput sequencing data"	1	"test"
889	"forqs"	"https://bitbucket.org/dkessner/forqs"	"Tool"	"Forward-in-time simulation of recombination, quantitative traits and selection"	1	"test"
890	"genomation"	"http://bioinformatics.mdc-berlin.de/genomation"	"Tool"	"A toolkit to summarize, annotate and visualize genomic intervals"	1	"test"
891	"DECIPHER"	"https://decipher.sanger.ac.uk/"	"Tool"	"Database for the interpretation of phenotype-linked plausibly pathogenic sequence and copy-number variation"	1	"test"
892	"DBTSS"	"http://dbtss.hgc.jp"	"Tool"	"DataBase of Transcriptional Start Sites progress report in 2012"	1	"test"
893	"Phytozome"	"http://www.phytozome.net"	"Tool"	"A comparative platform for green plant genomics"	1	"test"
894	"The RCSB Protein Data Bank"	"http://www.pdb.org"	"Tool"	"Redesigned web site and web services"	1	"test"
895	"ODB"	"http://operondb.jp/"	"Tool"	"A database for operon organizations, 2011 update"	1	"test"
896	"PHOSIDA 2011"	"http://www.phosida.com"	"Tool"	"The posttranslational modification database"	1	"test"
897	"STITCH 3"	"http://stitch.embl.de/"	"Tool"	"Zooming in on protein–chemical interactions"	1	"test"
898	"RSAT matrix-clustering"	"http://rsat.eu/"	"Tool"	"Dynamic exploration and redundancy reduction of transcription factor binding motif collections"	1	"test"
899	"ProbOnto"	"http://probonto.org"	"Tool"	"Ontology and knowledge base of probability distributions"	1	"test"
900	"SAVoR"	"http://tesla.pcbi.upenn.edu/savor"	"Tool"	"A server for sequencing annotation and visualization of RNA structures"	1	"test"
901	"AVIA"	"http://avia.abcc.ncifcrf.gov"	"Tool"	"An interactive web-server for annotation, visualization and impact analysis of genomic variations"	1	"test"
902	"DANN"	"https://cbcl.ics.uci.edu/public_data/DANN/"	"Tool"	"A deep learning approach for annotating the pathogenicity of genetic variants"	1	"test"
903	"Musket"	"http://musket.sourceforge.net"	"Tool"	"A multistage k-mer spectrum-based error corrector for Illumina sequence data"	1	"test"
904	"GBshape"	"http://rohslab.cmb.usc.edu/GBshape/"	"Tool"	"A genome browser database for DNA shape annotations"	1	"test"
905	"Real Time Metagenomics"	"http://edwards.sdsu.edu/rtmg"	"Tool"	"Using k-mers to annotate metagenomes"	1	"test"
906	"ACCUSA2"	"https://bbc.mdc-berlin.de/software"	"Tool"	"Multi-purpose SNV calling enhanced by probabilistic integration of quality scores"	1	"test"
907	"UniCon3D"	"http://sysbio.rnet.missouri.edu/UniCon3D/"	"Tool"	"De novo protein structure prediction using united-residue conformational search via stepwise, probabilistic sampling"	1	"test"
908	"BioNetFit"	"http://bionetfit.nau.edu"	"Tool"	"A fitting tool compatible with BioNetGen, NFsim and distributed computing environments"	1	"test"
909	"LIBRA"	"http://www.computationalbiology.it/software/LIBRAv1.zip"	"Tool"	"LIgand Binding site Recognition Application"	1	"test"
910	"14-3-3-Pred"	"http://www.compbio.dundee.ac.uk/1433pred"	"Tool"	"Improved methods to predict 14-3-3-binding phosphopeptides"	1	"test"
911	"SeDuS"	"http://www.biologiaevolutiva.org/sedus/"	"Tool"	"Segmental duplication simulator"	1	"test"
912	"HLaffy"	"http://proline.biochem.iisc.ernet.in/HLaffy"	"Tool"	"Estimating peptide affinities for Class-1 HLA molecules by learning position-specific pair potentials"	1	"test"
913	"AmyLoad"	"http://comprec-lin.iiar.pwr.edu.pl/amyload/"	"Tool"	"Website dedicated to amyloidogenic protein fragments"	1	"test"
914	"i-cisTarget 2015 update"	"http://gbiomed.kuleuven.be/apps/lcb/i-cisTarget"	"Tool"	"Generalized cis-regulatory enrichment analysis in human, mouse and fly"	1	"test"
915	"Sampletrees and Rsampletrees"	"http://stat.sfu.ca/statgen/research/sampletrees.html"	"Tool"	"Sampling gene genealogies conditional on SNP genotype data"	1	"test"
916	"AutoSite"	"http://adfr.scripps.edu/AutoDockFR/autosite.html"	"Tool"	"An automated approach for pseudo-ligands prediction—from ligand-binding sites identification to predicting key ligand atoms"	1	"test"
917	"tcsBU"	"https://github.com/sairum/tcsbu/"	"Tool"	"A tool to extend TCS network layout and visualization"	1	"test"
918	"miRseqViewer"	"http://msv.kobic.re.kr"	"Tool"	"Multi-panel visualization of sequence, structure and expression for analysis of microRNA sequencing data"	1	"test"
919	"The UCSC Archaeal Genome Browser"	"http://archaea.ucsc.edu"	"Tool"	"2012 update"	1	"test"
920	"The GOA database"	"http://www.ebi.ac.uk/GOA"	"Tool"	"Gene Ontology annotation updates for 2015"	1	"test"
921	"Workflow4Metabolomics"	"http://workflow4metabolomics.org"	"Tool"	"A collaborative research infrastructure for computational metabolomics"	1	"test"
922	"PELE web server"	"http://www.mysql.com"	"Tool"	"Atomistic study of biomolecular systems at your fingertips"	1	"test"
923	"Colorectal cancer atlas"	"http://www.colonatlas.org"	"Tool"	"An integrative resource for genomic and proteomic annotations from colorectal cancer cell lines and tissues"	1	"test"
924	"SEED"	"http://manuals.bioinformatics.ucr.edu/home/seed"	"Tool"	"Efficient clustering of next-generation sequences"	1	"test"
925	"SCODE"	"https://github.com/hmatsu1226/SCODE"	"Tool"	"An efficient regulatory network inference algorithm from single-cell RNA-Seq during differentiation"	1	"test"
926	"Hierarchical sets"	"https://cran.r-project.org/web/packages/hierarchicalSets"	"Tool"	"Analyzing pangenome structure through scalable set visualizations"	1	"test"
927	"xHeinz"	"http://software.cwi.nl/xheinz"	"Tool"	"An algorithm for mining cross-species network modules under a flexible conservation model"	1	"test"
928	"IMA"	"http://www.rforge.net/IMA"	"Tool"	"An R package for high-throughput analysis of Illumina's 450K Infinium methylation data"	1	"test"
929	"HEXEvent"	"http://hexevent.mmg.uci.edu"	"Tool"	"A database of Human EXon splicing Events"	1	"test"
930	"Codon Optimization OnLine (COOL)"	"http://bioinfo.bti.a-star.edu.sg/COOL/"	"Tool"	"A web-based multi-objective optimization platform for synthetic gene design"	1	"test"
931	"OMIM.org"	"http://omim.org"	"Tool"	"Online Mendelian Inheritance in Man (OMIM), an online catalog of human genes and genetic disorders"	1	"test"
